ProcessName,RegionGroup,Parameters,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
BESS_ST1,Africa,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST1,Brazil,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST1,Europe,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST1,United States,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST1,Japan,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST1,Russia,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST1,China,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST1,India,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST1,Middle East,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST1,Africa,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST1,Brazil,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST1,Europe,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST1,United States,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST1,Japan,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST1,Russia,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST1,China,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST1,India,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST1,Middle East,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST1,Africa,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST1,Brazil,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST4,Europe,CAPEX,USD/kW,1700,1300,1100,960,920,880,880,880,880,880
BESS_ST4,United States,CAPEX,USD/kW,1700,1300,1100,960,920,880,880,880,880,880
BESS_ST4,Japan,CAPEX,USD/kW,1700,1300,1100,960,920,880,880,880,880,880
BESS_ST4,Russia,CAPEX,USD/kW,1700,1300,1100,960,920,880,880,880,880,880
BESS_ST4,China,CAPEX,USD/kW,1700,1300,1100,960,920,880,880,880,880,880
BESS_ST4,India,CAPEX,USD/kW,1700,1300,1100,960,920,880,880,880,880,880
BESS_ST4,Middle East,CAPEX,USD/kW,1700,1300,1100,960,920,880,880,880,880,880
BESS_ST4,Africa,CAPEX,USD/kW,1700,1300,1100,960,920,880,880,880,880,880
BESS_ST4,Brazil,CAPEX,USD/kW,1700,1300,1100,960,920,880,880,880,880,880
BESS_ST4,Europe,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST4,United States,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST4,Japan,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST4,Russia,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST4,China,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST4,India,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST4,Middle East,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST4,Africa,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST4,Brazil,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST4,Europe,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST4,United States,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST4,Japan,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST4,Russia,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST4,China,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST4,India,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST4,Middle East,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST4,Africa,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST4,Brazil,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST4,Europe,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST4,United States,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST4,Japan,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST4,Russia,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST4,China,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST4,India,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST4,Middle East,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST4,Africa,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST4,Brazil,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST8,Europe,CAPEX,USD/kW,3200,2800,2400,2000,1800,1600,1600,1600,1600,1600
BESS_ST8,United States,CAPEX,USD/kW,3200,2800,2400,2000,1800,1600,1600,1600,1600,1600
BESS_ST8,Japan,CAPEX,USD/kW,3200,2800,2400,2000,1800,1600,1600,1600,1600,1600
