2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
2325.62,2413.36,2440.39,2478.06,2535.38,2602.53,2680.22,2769.27,2870.65,2985.50
2400.56,2491.12,2519.02,2557.90,2617.08,2686.39,2766.58,2858.50,2963.15,3081.70
2512.92,2607.73,2636.93,2677.64,2739.58,2812.13,2896.08,2992.30,3101.85,3225.95
2642.50,2742.19,2772.90,2815.71,2880.84,2957.14,3045.41,3146.59,3261.79,3392.29
2767.61,2872.03,2904.19,2949.02,3017.24,3097.15,3189.61,3295.58,3416.23,3552.91
2870.07,2978.35,3011.70,3058.19,3128.94,3211.80,3307.68,3417.58,3542.70,3684.43
2938.97,3049.85,3084.00,3131.61,3204.05,3288.90,3387.08,3499.62,3627.74,3772.88
2972.51,3084.66,3119.20,3167.35,3240.62,3326.45,3425.75,3539.56,3669.15,3815.95
2977.37,3089.70,3124.30,3172.53,3245.92,3331.89,3431.35,3545.35,3675.15,3822.19
2965.81,3077.70,3112.16,3160.21,3233.31,3318.94,3418.02,3531.58,3660.87,3807.34
2951.47,3062.83,3097.12,3144.93,3217.68,3302.90,3401.50,3514.51,3643.18,3788.94
2945.05,3056.16,3090.39,3138.09,3210.69,3295.72,3394.10,3506.87,3635.26,3780.70
2950.92,3062.26,3096.55,3144.35,3217.09,3302.29,3400.86,3513.86,3642.50,3788.23
2965.81,3077.70,3112.16,3160.21,3233.31,3318.94,3418.02,3531.58,3660.87,3807.34
2979.76,3092.18,3126.81,3175.08,3248.53,3334.56,3434.10,3548.20,3678.10,3825.25
2979.27,3091.67,3126.29,3174.55,3247.99,3334.01,3433.53,3547.61,3677.49,3824.62
2988.52,3101.27,3135.99,3184.41,3258.07,3344.36,3444.19,3558.62,3688.91,3836.49
2978.25,3090.61,3125.22,3173.46,3246.87,3332.86,3432.35,3546.39,3676.23,3823.31
2893.01,3002.16,3035.78,3082.64,3153.95,3237.48,3334.12,3444.90,3571.02,3713.89
2735.16,2838.35,2870.13,2914.44,2981.86,3060.83,3152.20,3256.93,3376.17,3511.24
2537.91,2633.66,2663.15,2704.27,2766.82,2840.10,2924.88,3022.06,3132.70,3258.03
2344.81,2433.28,2460.53,2498.51,2556.31,2624.01,2702.34,2792.12,2894.35,3010.14
2262.31,2347.67,2373.95,2410.60,2466.37,2531.69,2607.26,2693.88,2792.51,2904.23
2229.46,2313.57,2339.47,2375.59,2430.54,2494.91,2569.39,2654.76,2751.95,2862.05
2252.38,2337.36,2363.53,2400.02,2455.54,2520.57,2595.81,2682.05,2780.25,2891.48
2326.63,2414.41,2441.44,2479.13,2536.48,2603.66,2681.38,2770.47,2871.90,2986.80
2438.22,2530.21,2558.54,2598.04,2658.14,2728.54,2809.99,2903.35,3009.64,3130.05
2566.99,2663.84,2693.67,2735.25,2798.52,2872.64,2958.39,3056.68,3168.59,3295.36
2691.32,2792.86,2824.13,2867.73,2934.07,3011.78,3101.68,3204.73,3322.06,3454.97
2793.07,2898.44,2930.90,2976.14,3044.99,3125.63,3218.94,3325.88,3447.65,3585.58
2861.36,2969.31,3002.56,3048.91,3119.44,3202.06,3297.64,3407.20,3531.95,3673.25
2894.41,3003.61,3037.25,3084.13,3155.48,3239.05,3335.74,3446.56,3572.75,3715.69
2898.87,3008.24,3041.93,3088.89,3160.34,3244.04,3340.88,3451.88,3578.25,3721.41
2886.97,2995.89,3029.44,3076.20,3147.36,3230.72,3327.16,3437.70,3563.56,3706.13
2872.33,2980.70,3014.07,3060.60,3131.40,3214.33,3310.29,3420.27,3545.49,3687.34
2865.60,2973.72,3007.01,3053.43,3124.07,3206.81,3302.53,3412.26,3537.19,3678.70
2871.15,2979.48,3012.84,3059.35,3130.12,3213.02,3308.93,3418.87,3544.04,3685.83
2885.71,2994.58,3028.11,3074.86,3145.99,3229.31,3325.71,3436.20,3562.01,3704.51
2899.36,3008.75,3042.44,3089.41,3160.87,3244.59,3341.44,3452.46,3578.86,3722.04
2898.62,3007.98,3041.66,3088.62,3160.07,3243.76,3340.59,3451.58,3577.94,3721.09
2870.70,2979.01,3012.36,3058.87,3129.63,3212.51,3308.41,3418.33,3543.48,3685.24
2878.59,2987.20,3020.65,3067.28,3138.23,3221.35,3317.51,3427.73,3553.22,3695.38
2810.43,2916.47,2949.12,2994.65,3063.92,3145.07,3238.95,3346.56,3469.09,3607.88
2658.55,2758.86,2789.75,2832.81,2898.35,2975.10,3063.92,3165.71,3281.61,3412.90
2457.38,2550.09,2578.64,2618.45,2679.02,2749.97,2832.07,2926.16,3033.29,3154.64
2291.74,2378.21,2404.84,2441.96,2498.45,2564.62,2641.18,2728.93,2828.84,2942.01
2210.82,2294.23,2319.92,2355.73,2410.23,2474.06,2547.91,2632.57,2728.95,2838.13
2178.67,2260.86,2286.18,2321.47,2375.18,2438.08,2510.86,2594.28,2689.26,2796.85
