2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
1020.60,1059.11,1070.97,1087.50,1112.66,1142.12,1176.22,1215.30,1259.79,1310.19
1045.36,1084.80,1096.95,1113.88,1139.65,1169.83,1204.75,1244.78,1290.35,1341.97
1057.34,1097.24,1109.52,1126.65,1152.71,1183.24,1218.56,1259.05,1305.14,1357.36
1058.97,1098.92,1111.22,1128.38,1154.48,1185.06,1220.43,1260.98,1307.15,1359.44
1054.66,1094.45,1106.70,1123.79,1149.78,1180.23,1215.46,1255.85,1301.82,1353.91
1049.35,1088.94,1101.14,1118.14,1144.00,1174.30,1209.35,1249.53,1295.28,1347.10
1046.92,1086.42,1098.58,1115.54,1141.35,1171.57,1206.55,1246.63,1292.27,1343.98
1048.93,1088.51,1100.70,1117.69,1143.54,1173.83,1208.87,1249.03,1294.76,1346.56
1054.21,1093.99,1106.24,1123.32,1149.30,1179.74,1214.96,1255.32,1301.28,1353.34
1059.17,1099.13,1111.44,1128.59,1154.70,1185.28,1220.66,1261.22,1307.39,1359.70
1058.90,1098.85,1111.16,1128.31,1154.41,1184.99,1220.36,1260.90,1307.07,1359.36
1048.79,1088.35,1100.54,1117.53,1143.38,1173.66,1208.70,1248.86,1294.58,1346.37
1051.65,1091.33,1103.55,1120.58,1146.51,1176.87,1212.00,1252.27,1298.12,1350.05
1026.95,1065.69,1077.63,1094.26,1119.58,1149.23,1183.53,1222.85,1267.63,1318.34
971.90,1008.57,1019.86,1035.61,1059.56,1087.63,1120.09,1157.31,1199.68,1247.67
898.99,932.90,943.35,957.91,980.07,1006.03,1036.06,1070.48,1109.67,1154.07
840.59,872.30,882.07,895.69,916.41,940.68,968.76,1000.94,1037.59,1079.10
811.26,841.87,851.29,864.43,884.43,907.85,934.95,966.02,1001.39,1041.45
799.60,829.77,839.06,852.02,871.73,894.81,921.52,952.14,987.00,1026.49
807.81,838.29,847.68,860.77,880.68,904.00,930.99,961.92,997.13,1037.03
834.30,865.78,875.47,888.99,909.55,933.64,961.51,993.45,1029.83,1071.03
874.08,907.06,917.21,931.37,952.92,978.16,1007.35,1040.82,1078.93,1122.09
919.97,954.68,965.37,980.27,1002.95,1029.51,1060.24,1095.47,1135.58,1181.01
964.28,1000.66,1011.86,1027.49,1051.25,1079.10,1111.31,1148.23,1190.27,1237.89
